ticker,exchange,assetType,priceCurrency,startDate,endDate
600373,SHG,Stock,CNY,2018-01-02,2018-06-06
600375,SHG,Stock,CNY,2018-01-02,2018-06-06
600376,SHG,Stock,CNY,2018-01-02,2018-06-06
600377,SHG,Stock,CNY,2001-01-16,2018-06-06
600378,SHG,Stock,CNY,2007-01-04,2018-06-06
600379,SHG,Stock,CNY,2018-01-02,2018-06-06
600380,SHG,Stock,CNY,2018-01-02,2018-06-06
600381,SHG,Stock,CNY,2018-01-02,2018-06-06
600382,SHG,Stock,CNY,2018-01-02,2018-06-06
600383,SHG,Stock,CNY,2018-01-02,2018-06-06
600385,SHG,Stock,CNY,2007-01-04,2018-06-06
600386,SHG,Stock,CNY,2018-01-02,2018-06-06
600387,SHG,Stock,CNY,2004-02-24,2018-06-06
600388,SHG,Stock,CNY,2018-01-02,2018-06-06
600389,SHG,Stock,CNY,2018-01-02,2018-06-06
600390,SHG,Stock,CNY,2018-01-02,2018-06-06
600391,SHG,Stock,CNY,2001-12-11,2018-06-06
600392,SHG,Stock,CNY,2018-01-02,2018-06-06
600393,SHG,Stock,CNY,2018-01-02,2018-06-06
600395,SHG,Stock,CNY,2001-05-30,2018-06-06
600396,SHG,Stock,CNY,2018-01-02,2018-06-06
600397,SHG,Stock,CNY,2018-01-02,2018-06-06
600398,SHG,Stock,CNY,2018-01-02,2018-06-06
600399,SHG,Stock,CNY,2007-01-04,2018-01-30
600400,SHG,Stock,CNY,2001-01-08,2018-06-06
600401,SHG,Stock,CNY,2007-01-04,2018-02-05
600403,SHG,Stock,CNY,2018-01-02,2018-06-06
600405,SHG,Stock,CNY,2004-03-31,2018-06-06
600406,SHG,Stock,CNY,2018-01-02,2018-06-06
600408,SHG,Stock,CNY,2003-02-13,2018-06-06
600409,SHG,Stock,CNY,2018-01-02,2018-06-06
600410,SHG,Stock,CNY,2004-04-26,2018-06-06
600415,SHG,Stock,CNY,2018-01-02,2018-06-06
600416,SHG,Stock,CNY,2018-01-02,2018-06-06
600418,SHG,Stock,CNY,2018-01-02,2018-06-06
600419,SHG,Stock,CNY,2018-01-02,2018-06-06
600420,SHG,Stock,CNY,2004-06-15,2018-06-06
600421,SHG,Stock,CNY,2007-01-04,2018-06-06
600422,SHG,Stock,CNY,2000-12-11,2018-06-06
600423,SHG,Stock,CNY,2018-01-02,2018-03-08
600425,SHG,Stock,CNY,2018-01-02,2018-06-06
600426,SHG,Stock,CNY,2002-06-19,2018-06-06
600428,SHG,Stock,CNY,2018-01-02,2018-06-06
600429,SHG,Stock,CNY,2003-09-15,2018-06-06
600432,SHG,Stock,CNY,2017-04-28,2018-06-06
600433,SHG,Stock,CNY,2018-01-02,2018-06-06
600435,SHG,Stock,CNY,2018-01-02,2018-06-06
600436,SHG,Stock,CNY,2003-06-16,2018-06-06
600438,SHG,Stock,CNY,2018-01-02,2018-06-06
600439,SHG,Stock,CNY,2007-01-04,2018-06-06
600444,SHG,Stock,CNY,2004-02-18,2018-06-06
600446,SHG,Stock,CNY,2018-01-02,2018-06-06
600448,SHG,Stock,CNY,2007-01-04,2018-06-06
600449,SHG,Stock,CNY,2018-01-02,2018-06-06
600452,SHG,Stock,CNY,2018-01-02,2018-06-06
600455,SHG,Stock,CNY,2007-01-04,2018-06-06
600456,SHG,Stock,CNY,2002-04-11,2018-06-06
600458,SHG,Stock,CNY,2018-01-02,2018-06-06
600459,SHG,Stock,CNY,2018-01-02,2018-06-06
600460,SHG,Stock,CNY,2003-03-20,2018-06-06
600461,SHG,Stock,CNY,2004-06-01,2018-06-06
600462,SHG,Stock,CNY,2007-01-04,2018-06-06
600463,SHG,Stock,CNY,2018-01-02,2018-06-06
600466,SHG,Stock,CNY,2018-01-02,2018-06-06
600467,SHG,Stock,CNY,2018-01-02,2018-06-06
600468,SHG,Stock,CNY,2015-01-05,2018-06-06
600469,SHG,Stock,CNY,2018-01-02,2018-06-06
600470,SHG,Stock,CNY,2004-03-04,2018-06-06
600472,SHG,Stock,CNY,2007-01-04,2007-12-21
600475,SHG,Stock,CNY,2018-01-02,2018-06-06
600476,SHG,Stock,CNY,2003-12-09,2018-06-06
600477,SHG,Stock,CNY,2018-01-02,2018-06-06
600478,SHG,Stock,CNY,2018-01-02,2018-06-06
600479,SHG,Stock,CNY,2018-01-02,2018-06-06
600480,SHG,Stock,CNY,2018-01-02,2018-06-06
600481,SHG,Stock,CNY,2018-01-02,2018-06-06
600482,SHG,Stock,CNY,2018-01-02,2018-06-06
600483,SHG,Stock,CNY,2004-06-01,2018-06-06
600485,SHG,Stock,CNY,2007-01-04,2018-04-24
600486,SHG,Stock,CNY,2018-01-02,2018-06-06
600487,SHG,Stock,CNY,2018-01-02,2018-06-06
600488,SHG,Stock,CNY,2018-01-02,2018-06-06
600489,SHG,Stock,CNY,2003-08-13,2018-06-06
600490,SHG,Stock,CNY,2003-06-26,2018-04-13
600491,SHG,Stock,CNY,2018-01-02,2018-06-06
600493,SHG,Stock,CNY,2007-01-04,2018-06-06
600495,SHG,Stock,CNY,2018-01-02,2018-06-06
600496,SHG,Stock,CNY,2002-06-04,2018-06-06
600497,SHG,Stock,CNY,2018-01-02,2018-06-06
600498,SHG,Stock,CNY,2018-01-02,2018-06-06
600499,SHG,Stock,CNY,2018-01-02,2018-06-06
600500,SHG,Stock,CNY,2000-02-29,2018-06-06
600501,SHG,Stock,CNY,2001-06-14,2018-06-06
600502,SHG,Stock,CNY,2003-04-14,2018-06-06
600503,SHG,Stock,CNY,2018-01-02,2018-06-06
600505,SHG,Stock,CNY,2007-01-04,2018-06-06
600506,SHG,Stock,CNY,2007-01-04,2018-05-22
600507,SHG,Stock,CNY,2003-09-29,2018-06-06
600508,SHG,Stock,CNY,2018-01-02,2018-06-06
600509,SHG,Stock,CNY,2002-02-27,2018-06-06
600510,SHG,Stock,CNY,2018-01-02,2018-06-06
600511,SHG,Stock,CNY,2018-01-02,2018-06-06
600512,SHG,Stock,CNY,2018-01-02,2018-06-06
600513,SHG,Stock,CNY,2003-03-18,2018-06-06
600515,SHG,Stock,CNY,2007-01-16,2018-01-22
600516,SHG,Stock,CNY,2002-08-29,2018-06-06
600517,SHG,Stock,CNY,2018-01-02,2018-06-06
600518,SHG,Stock,CNY,2018-01-02,2018-06-06
600519,SHG,Stock,CNY,2018-01-02,2018-06-06
600520,SHG,Stock,CNY,2007-01-04,2018-06-06
600521,SHG,Stock,CNY,2003-03-03,2018-06-06
600522,SHG,Stock,CNY,2018-01-02,2018-06-06
600523,SHG,Stock,CNY,2001-12-26,2018-06-06
600525,SHG,Stock,CNY,2018-01-10,2018-06-06
600526,SHG,Stock,CNY,2018-01-02,2018-06-06
600527,SHG,Stock,CNY,2018-01-02,2018-06-06
600528,SHG,Stock,CNY,2018-01-02,2018-06-06
600529,SHG,Stock,CNY,2018-01-02,2018-06-06
600530,SHG,Stock,CNY,2018-01-05,2018-06-06
600531,SHG,Stock,CNY,2002-07-29,2018-06-06
600532,SHG,Stock,CNY,2018-01-02,2018-06-06
600533,SHG,Stock,CNY,2018-01-02,2018-06-06
600535,SHG,Stock,CNY,2018-01-02,2018-06-06
600536,SHG,Stock,CNY,2002-05-16,2018-06-06
600537,SHG,Stock,CNY,2018-01-02,2018-06-06
600538,SHG,Stock,CNY,2018-01-02,2018-06-06
600539,SHG,Stock,CNY,2007-01-04,2018-06-06
600540,SHG,Stock,CNY,2018-01-02,2018-06-06
600543,SHG,Stock,CNY,2018-01-02,2018-06-06
600545,SHG,Stock,CNY,2018-01-02,2018-06-06
600546,SHG,Stock,CNY,2018-01-02,2018-06-06
600547,SHG,Stock,CNY,2007-01-11,2018-06-06
600548,SHG,Stock,CNY,2018-01-02,2018-06-06
600549,SHG,Stock,CNY,2003-11-03,2018-06-06
600550,SHG,Stock,CNY,2018-01-02,2018-06-06
600551,SHG,Stock,CNY,2002-09-04,2018-06-06
600552,SHG,Stock,CNY,2002-11-07,2018-06-06
600553,SHG,Stock,CNY,2007-01-04,2011-02-09
600555,SHG,Stock,CNY,2001-03-27,2018-06-06
600556,SHG,Stock,CNY,2018-01-02,2018-06-06
600557,SHG,Stock,CNY,2018-01-02,2018-06-06
600558,SHG,Stock,CNY,2001-02-26,2018-06-06
600559,SHG,Stock,CNY,2018-01-02,2018-06-06
600560,SHG,Stock,CNY,2018-01-02,2018-06-06
600561,SHG,Stock,CNY,2002-07-15,2018-06-06
600562,SHG,Stock,CNY,2018-01-02,2018-06-06
600563,SHG,Stock,CNY,2018-01-02,2018-06-06
600565,SHG,Stock,CNY,2002-07-22,2018-06-06
600566,SHG,Stock,CNY,2001-08-21,2018-06-06
600567,SHG,Stock,CNY,2001-12-17,2018-06-06
600568,SHG,Stock,CNY,2007-01-04,2018-01-31
600569,SHG,Stock,CNY,2018-01-02,2018-06-06
600570,SHG,Stock,CNY,2003-12-15,2018-06-06
600571,SHG,Stock,CNY,2018-01-02,2018-06-06
600572,SHG,Stock,CNY,2018-01-02,2018-06-06
600573,SHG,Stock,CNY,2003-02-25,2018-06-06
600575,SHG,Stock,CNY,2018-01-02,2018-06-06
600576,SHG,Stock,CNY,2018-01-02,2018-06-06
600577,SHG,Stock,CNY,2002-09-10,2018-06-06
600578,SHG,Stock,CNY,2002-05-09,2018-06-06
600579,SHG,Stock,CNY,2007-01-04,2018-06-06
600580,SHG,Stock,CNY,2018-01-02,2018-06-06
600581,SHG,Stock,CNY,2018-01-02,2018-06-06
600582,SHG,Stock,CNY,2018-01-02,2018-06-06
600583,SHG,Stock,CNY,2018-01-02,2018-06-06
600584,SHG,Stock,CNY,2018-01-02,2018-06-06
600585,SHG,Stock,CNY,2018-01-02,2018-06-06
600586,SHG,Stock,CNY,2018-01-02,2018-06-06
600587,SHG,Stock,CNY,2002-09-26,2018-06-06
600588,SHG,Stock,CNY,2018-01-02,2018-06-06
600589,SHG,Stock,CNY,2001-06-11,2018-06-06
600590,SHG,Stock,CNY,2002-07-03,2018-06-06
600591,SHG,Stock,CNY,2007-01-04,2010-01-12
600592,SHG,Stock,CNY,2002-08-06,2018-06-06
600593,SHG,Stock,CNY,2018-01-02,2018-06-06
600594,SHG,Stock,CNY,2004-03-22,2018-06-06
600595,SHG,Stock,CNY,2002-06-26,2018-06-06
600596,SHG,Stock,CNY,2018-01-02,2018-06-06
600597,SHG,Stock,CNY,2018-01-02,2018-06-06
600598,SHG,Stock,CNY,2018-01-02,2018-06-06
600599,SHG,Stock,CNY,2018-01-02,2018-06-06
600600,SHG,Stock,CNY,2018-01-02,2018-06-06
600601,SHG,Stock,CNY,2018-01-02,2018-06-06
600602,SHG,Stock,CNY,2018-01-02,2018-06-06
600603,SHG,Stock,CNY,2018-01-02,2018-06-06
600604,SHG,Stock,CNY,2018-01-02,2018-06-06
600605,SHG,Stock,CNY,2007-01-04,2018-06-06
600606,SHG,Stock,CNY,2018-01-02,2018-06-06
600607,SHG,Stock,CNY,2007-01-04,2010-02-04
600608,SHG,Stock,CNY,2007-01-04,2018-06-06
600609,SHG,Stock,CNY,2007-01-04,2018-06-06
600610,SHG,Stock,CNY,2018-01-02,2018-04-27
600611,SHG,Stock,CNY,2018-01-02,2018-06-06
600612,SHG,Stock,CNY,2018-01-02,2018-06-06
600613,SHG,Stock,CNY,2018-01-02,2018-06-06
600614,SHG,Stock,CNY,2007-01-04,2018-06-06
600615,SHG,Stock,CNY,2007-03-01,2018-06-06
600616,SHG,Stock,CNY,2018-01-02,2018-06-06
600617,SHG,Stock,CNY,2018-01-02,2018-06-06
600618,SHG,Stock,CNY,2018-01-02,2018-06-06
600619,SHG,Stock,CNY,2018-01-02,2018-06-06
600620,SHG,Stock,CNY,2018-01-02,2018-06-06
600621,SHG,Stock,CNY,2018-01-02,2018-06-06
600622,SHG,Stock,CNY,2018-01-02,2018-06-06
600623,SHG,Stock,CNY,2018-01-02,2018-06-06
600624,SHG,Stock,CNY,2018-01-02,2018-06-06
600626,SHG,Stock,CNY,2018-01-02,2018-06-06
600627,SHG,Stock,CNY,2007-01-04,2008-11-13
600628,SHG,Stock,CNY,2018-01-02,2018-06-06
600629,SHG,Stock,CNY,2018-01-02,2018-06-06
600630,SHG,Stock,CNY,2018-01-02,2018-06-06
600631,SHG,Stock,CNY,2011-08-05,2011-08-05
600633,SHG,Stock,CNY,2018-01-02,2018-06-06
600634,SHG,Stock,CNY,2017-11-15,2018-06-06
600635,SHG,Stock,CNY,2018-01-02,2018-06-06
600636,SHG,Stock,CNY,2018-01-02,2018-06-06
600637,SHG,Stock,CNY,2000-01-03,2018-06-06
600638,SHG,Stock,CNY,2018-01-02,2018-06-06
600639,SHG,Stock,CNY,2018-01-02,2018-06-06
600640,SHG,Stock,CNY,2018-01-02,2018-06-06
600641,SHG,Stock,CNY,2018-01-02,2018-04-16
600642,SHG,Stock,CNY,2018-01-02,2018-06-06
600643,SHG,Stock,CNY,2018-01-02,2018-06-06
600644,SHG,Stock,CNY,2000-01-03,2018-06-06
600645,SHG,Stock,CNY,2018-01-19,2018-05-30
600647,SHG,Stock,CNY,2018-01-02,2018-06-06
600648,SHG,Stock,CNY,2018-01-02,2018-06-06
600649,SHG,Stock,CNY,2018-01-02,2018-06-06
600650,SHG,Stock,CNY,2018-01-02,2018-06-06
600651,SHG,Stock,CNY,2000-01-06,2018-06-06
600652,SHG,Stock,CNY,2018-01-02,2018-06-06
600653,SHG,Stock,CNY,2000-01-06,2018-06-06
600654,SHG,Stock,CNY,2018-01-02,2018-06-06
600655,SHG,Stock,CNY,2015-01-05,2018-06-06
600656,SHG,Stock,CNY,2007-01-11,2016-10-31
600657,SHG,Stock,CNY,2018-01-02,2018-06-06
600658,SHG,Stock,CNY,2018-01-02,2018-06-06
600660,SHG,Stock,CNY,2018-01-02,2018-06-06
600661,SHG,Stock,CNY,2018-01-02,2018-06-06
600662,SHG,Stock,CNY,2018-01-02,2018-06-06
600663,SHG,Stock,CNY,2018-01-02,2018-06-06
600664,SHG,Stock,CNY,2018-01-02,2018-06-06
600665,SHG,Stock,CNY,2018-01-02,2018-06-06
600666,SHG,Stock,CNY,2018-04-24,2018-06-06
600667,SHG,Stock,CNY,2018-01-02,2018-06-06
600668,SHG,Stock,CNY,2000-01-03,2018-06-06
600671,SHG,Stock,CNY,2007-01-04,2018-06-06
600673,SHG,Stock,CNY,2018-01-02,2018-05-30
600674,SHG,Stock,CNY,2000-01-03,2018-06-06
600675,SHG,Stock,CNY,2018-01-02,2018-06-06
600676,SHG,Stock,CNY,2018-01-02,2018-06-06
600677,SHG,Stock,CNY,2018-01-02,2018-06-06
600678,SHG,Stock,CNY,2018-01-02,2018-04-17
600679,SHG,Stock,CNY,2018-01-02,2018-06-06
600680,SHG,Stock,CNY,2018-01-02,2018-04-27
600681,SHG,Stock,CNY,2018-01-02,2018-06-06
600682,SHG,Stock,CNY,2007-01-04,2018-02-01
600683,SHG,Stock,CNY,2018-01-02,2018-06-06
600684,SHG,Stock,CNY,2018-01-02,2018-06-06
600685,SHG,Stock,CNY,2018-03-21,2018-06-06
600686,SHG,Stock,CNY,2018-01-02,2018-06-06
600687,SHG,Stock,CNY,2018-01-02,2018-06-06
600688,SHG,Stock,CNY,2000-01-03,2018-06-06
600689,SHG,Stock,CNY,2018-01-02,2018-06-06
600690,SHG,Stock,CNY,2018-01-02,2018-06-06
600691,SHG,Stock,CNY,2000-01-03,2018-06-06
600692,SHG,Stock,CNY,2018-01-02,2018-06-06
600693,SHG,Stock,CNY,2018-01-02,2018-06-06
600694,SHG,Stock,CNY,2018-01-02,2018-06-06
600695,SHG,Stock,CNY,2018-02-27,2018-06-06
600696,SHG,Stock,CNY,2018-01-02,2018-06-06
600697,SHG,Stock,CNY,2018-01-02,2018-06-06
600698,SHG,Stock,CNY,2018-01-02,2018-06-06
600699,SHG,Stock,CNY,2018-01-02,2018-06-06
600701,SHG,Stock,CNY,2018-01-02,2018-03-13
600702,SHG,Stock,CNY,2000-01-03,2018-06-06
600703,SHG,Stock,CNY,2018-01-02,2018-06-06
600704,SHG,Stock,CNY,2000-01-03,2018-06-06
600705,SHG,Stock,CNY,2018-01-02,2018-06-06
600706,SHG,Stock,CNY,2018-01-02,2018-06-06
600707,SHG,Stock,CNY,2018-01-02,2018-06-06
600708,SHG,Stock,CNY,2018-01-02,2018-06-06
600710,SHG,Stock,CNY,2018-01-02,2018-06-06
600711,SHG,Stock,CNY,2018-01-02,2018-06-06
600712,SHG,Stock,CNY,2018-01-02,2018-06-06
600713,SHG,Stock,CNY,2018-01-02,2018-06-06
600714,SHG,Stock,CNY,2000-01-03,2018-06-06
600715,SHG,Stock,CNY,2015-01-05,2018-06-06
600716,SHG,Stock,CNY,2018-01-02,2018-06-06
600717,SHG,Stock,CNY,2018-01-02,2018-06-06
600718,SHG,Stock,CNY,2018-01-02,2018-06-06
600719,SHG,Stock,CNY,2000-01-03,2018-06-06
600720,SHG,Stock,CNY,2018-01-02,2018-06-06
600721,SHG,Stock,CNY,2018-01-02,2018-06-06
600722,SHG,Stock,CNY,2000-01-03,2018-06-06
600723,SHG,Stock,CNY,2018-01-02,2018-06-06
600724,SHG,Stock,CNY,2000-01-03,2018-05-02
600725,SHG,Stock,CNY,2015-01-05,2018-06-06
600726,SHG,Stock,CNY,2018-01-02,2018-06-06
600727,SHG,Stock,CNY,2000-01-03,2018-06-06
600728,SHG,Stock,CNY,2018-01-02,2018-06-06
600729,SHG,Stock,CNY,2018-01-02,2018-06-06
600730,SHG,Stock,CNY,2018-01-02,2018-06-06
600731,SHG,Stock,CNY,2000-01-03,2018-06-06
600732,SHG,Stock,CNY,2018-01-02,2018-06-06
600733,SHG,Stock,CNY,2007-02-06,2018-02-01
600734,SHG,Stock,CNY,2017-12-19,2018-04-24
600735,SHG,Stock,CNY,2000-01-03,2018-06-06
600736,SHG,Stock,CNY,2018-01-02,2018-06-06
600737,SHG,Stock,CNY,2018-01-02,2018-06-06
600738,SHG,Stock,CNY,2018-01-02,2018-06-06
600739,SHG,Stock,CNY,2018-01-02,2018-06-06
600740,SHG,Stock,CNY,2018-01-02,2018-06-06
600741,SHG,Stock,CNY,2018-01-02,2018-06-06
600742,SHG,Stock,CNY,2018-01-02,2018-06-06
600743,SHG,Stock,CNY,2018-01-02,2018-06-06
600744,SHG,Stock,CNY,2018-01-02,2018-06-06
600745,SHG,Stock,CNY,2007-01-04,2018-04-16
600746,SHG,Stock,CNY,2018-01-02,2018-06-06
600747,SHG,Stock,CNY,2018-01-02,2018-06-06
600748,SHG,Stock,CNY,2000-01-03,2018-06-06
600749,SHG,Stock,CNY,2018-01-02,2018-06-06
600750,SHG,Stock,CNY,2000-01-03,2018-04-27
600751,SHG,Stock,CNY,2018-01-02,2018-01-11
600753,SHG,Stock,CNY,2007-01-04,2018-02-02
600754,SHG,Stock,CNY,2018-01-02,2018-06-06
600755,SHG,Stock,CNY,2018-01-02,2018-06-06
600756,SHG,Stock,CNY,2000-01-03,2018-06-06
600757,SHG,Stock,CNY,2000-01-03,2018-06-06
600758,SHG,Stock,CNY,2018-01-02,2018-06-06
600759,SHG,Stock,CNY,2018-01-02,2018-03-26
600760,SHG,Stock,CNY,2000-01-03,2018-06-06
600761,SHG,Stock,CNY,2018-01-02,2018-06-06
600763,SHG,Stock,CNY,2018-01-02,2018-06-06
600764,SHG,Stock,CNY,2018-01-02,2018-04-13
600765,SHG,Stock,CNY,2018-01-02,2018-06-04
600766,SHG,Stock,CNY,2007-01-04,2018-06-06
600767,SHG,Stock,CNY,2007-01-04,2018-06-06
600768,SHG,Stock,CNY,2000-01-03,2018-06-06
600769,SHG,Stock,CNY,2007-01-04,2018-06-06
600770,SHG,Stock,CNY,2000-01-03,2018-06-06
600771,SHG,Stock,CNY,2018-01-02,2018-06-06
600773,SHG,Stock,CNY,2018-01-02,2018-06-06
600774,SHG,Stock,CNY,2018-01-02,2018-06-06
600775,SHG,Stock,CNY,2018-01-02,2018-06-06
600776,SHG,Stock,CNY,2018-01-02,2018-06-06
600777,SHG,Stock,CNY,2000-01-04,2018-06-06
600778,SHG,Stock,CNY,2018-01-02,2018-06-06
600779,SHG,Stock,CNY,2018-01-02,2018-06-06
600780,SHG,Stock,CNY,2000-01-06,2018-06-06
600781,SHG,Stock,CNY,2007-01-04,2018-06-06
600782,SHG,Stock,CNY,2018-01-02,2018-06-06
600783,SHG,Stock,CNY,2018-01-02,2018-06-06
600784,SHG,Stock,CNY,2007-01-04,2018-01-10
600785,SHG,Stock,CNY,2018-01-02,2018-06-06
600786,SHG,Stock,CNY,2007-02-13,2008-01-28
600787,SHG,Stock,CNY,2018-01-02,2018-06-06
600789,SHG,Stock,CNY,2000-01-03,2018-06-06
600790,SHG,Stock,CNY,2018-01-02,2018-06-06
600791,SHG,Stock,CNY,2018-01-02,2018-06-06
600792,SHG,Stock,CNY,2018-01-02,2018-06-06
600793,SHG,Stock,CNY,2007-01-04,2018-06-06
600794,SHG,Stock,CNY,2000-01-03,2018-06-06
600795,SHG,Stock,CNY,2018-01-02,2018-06-06
600796,SHG,Stock,CNY,2007-01-04,2018-04-27
600797,SHG,Stock,CNY,2018-01-02,2018-06-06
600798,SHG,Stock,CNY,2018-01-02,2018-06-06
600800,SHG,Stock,CNY,2018-01-02,2018-05-18
600801,SHG,Stock,CNY,2018-01-02,2018-06-06
600802,SHG,Stock,CNY,2018-01-02,2018-06-06
600803,SHG,Stock,CNY,2000-01-03,2018-06-06
600804,SHG,Stock,CNY,2018-01-02,2018-06-06
600805,SHG,Stock,CNY,2018-01-02,2018-06-06
600806,SHG,Stock,CNY,2007-03-07,2018-06-06
600807,SHG,Stock,CNY,2007-01-16,2018-06-06
600808,SHG,Stock,CNY,2000-01-03,2018-06-06
600809,SHG,Stock,CNY,2018-01-02,2018-06-06
600810,SHG,Stock,CNY,2000-01-03,2018-06-06
600811,SHG,Stock,CNY,2000-01-03,2018-05-29
600812,SHG,Stock,CNY,2000-01-03,2018-06-06
600814,SHG,Stock,CNY,2000-01-03,2018-06-06
600815,SHG,Stock,CNY,2018-01-02,2018-06-06
600816,SHG,Stock,CNY,2000-01-03,2018-06-06
600817,SHG,Stock,CNY,2000-01-04,2018-06-06
600818,SHG,Stock,CNY,2018-02-07,2018-06-06
600819,SHG,Stock,CNY,2000-01-03,2018-06-06
600820,SHG,Stock,CNY,2018-01-02,2018-06-06
600821,SHG,Stock,CNY,2018-01-02,2018-06-06
600822,SHG,Stock,CNY,2000-01-03,2018-06-06
600823,SHG,Stock,CNY,2000-01-03,2018-06-06
600824,SHG,Stock,CNY,2018-01-02,2018-06-06
600825,SHG,Stock,CNY,2015-01-05,2018-06-06
600826,SHG,Stock,CNY,2018-01-02,2018-06-06
600827,SHG,Stock,CNY,2000-01-03,2018-06-06
600828,SHG,Stock,CNY,2000-01-03,2018-06-06
600829,SHG,Stock,CNY,2018-01-02,2018-06-06
600830,SHG,Stock,CNY,2000-01-03,2018-06-06
600831,SHG,Stock,CNY,2018-01-02,2018-06-06
600832,SHG,Stock,CNY,2015-05-20,2015-05-20
600833,SHG,Stock,CNY,2000-01-03,2018-06-06
600834,SHG,Stock,CNY,2000-01-04,2018-06-06
600835,SHG,Stock,CNY,2000-01-03,2018-06-06
600836,SHG,Stock,CNY,2000-01-03,2018-06-06
600837,SHG,Stock,CNY,2018-01-02,2018-06-06
600838,SHG,Stock,CNY,2018-01-02,2018-06-06
600839,SHG,Stock,CNY,2000-01-03,2018-06-06
600840,SHG,Stock,CNY,2007-01-04,2009-08-03
600841,SHG,Stock,CNY,2000-01-03,2018-06-06
600842,SHG,Stock,CNY,2007-01-04,2010-02-04
600843,SHG,Stock,CNY,2007-01-04,2018-06-06
600844,SHG,Stock,CNY,2018-01-02,2018-05-31
600845,SHG,Stock,CNY,2018-01-02,2018-06-06
600846,SHG,Stock,CNY,2018-01-02,2018-06-06
600847,SHG,Stock,CNY,2007-01-04,2018-06-06
600848,SHG,Stock,CNY,2000-01-03,2018-06-06
600849,SHG,Stock,CNY,,
600850,SHG,Stock,CNY,2018-01-02,2018-05-11
600851,SHG,Stock,CNY,2018-01-02,2018-06-06
600853,SHG,Stock,CNY,2000-01-03,2018-06-06
600854,SHG,Stock,CNY,2000-01-03,2018-06-06
600855,SHG,Stock,CNY,2018-01-02,2018-06-06
600856,SHG,Stock,CNY,2007-01-04,2018-05-30
600857,SHG,Stock,CNY,2018-01-02,2018-06-06
600858,SHG,Stock,CNY,2018-01-02,2018-06-06
600859,SHG,Stock,CNY,2018-01-02,2018-06-06
600860,SHG,Stock,CNY,2007-01-04,2018-06-06
600861,SHG,Stock,CNY,2000-01-03,2018-06-06
600862,SHG,Stock,CNY,2007-01-04,2018-06-06
600863,SHG,Stock,CNY,2018-01-02,2018-06-06
600864,SHG,Stock,CNY,2018-01-02,2018-06-06
600865,SHG,Stock,CNY,2018-01-02,2018-06-06
600866,SHG,Stock,CNY,2007-01-04,2018-06-06
600867,SHG,Stock,CNY,2000-01-03,2018-06-06
600868,SHG,Stock,CNY,2018-01-02,2018-06-06
600869,SHG,Stock,CNY,2000-01-03,2018-06-06
600870,SHG,Stock,CNY,2007-01-04,2018-06-06
600871,SHG,Stock,CNY,2018-01-02,2018-06-06
600872,SHG,Stock,CNY,2018-01-02,2018-06-06
600873,SHG,Stock,CNY,2007-01-04,2018-06-06
600874,SHG,Stock,CNY,2000-01-03,2018-06-06
600875,SHG,Stock,CNY,2000-01-06,2018-06-06
600876,SHG,Stock,CNY,2000-01-03,2018-06-06
600877,SHG,Stock,CNY,2007-01-04,2018-06-06
600879,SHG,Stock,CNY,2000-01-03,2018-06-06
600880,SHG,Stock,CNY,2018-01-02,2018-03-05
600881,SHG,Stock,CNY,2018-01-02,2018-06-06
600882,SHG,Stock,CNY,2018-01-02,2018-06-06
600883,SHG,Stock,CNY,2018-01-02,2018-06-06
600884,SHG,Stock,CNY,2000-01-03,2018-06-06
600885,SHG,Stock,CNY,2018-01-02,2018-06-06
600886,SHG,Stock,CNY,2018-01-02,2018-06-06
600887,SHG,Stock,CNY,2000-01-03,2018-06-06
600888,SHG,Stock,CNY,2018-01-02,2018-06-06
600889,SHG,Stock,CNY,2000-01-03,2018-06-06
600890,SHG,Stock,CNY,2007-01-05,2018-06-06
600891,SHG,Stock,CNY,2000-01-03,2018-06-06
600892,SHG,Stock,CNY,2000-01-03,2018-06-06
600893,SHG,Stock,CNY,2018-01-02,2018-06-06
600894,SHG,Stock,CNY,2000-01-03,2018-06-06
600895,SHG,Stock,CNY,2000-01-03,2018-06-06
600896,SHG,Stock,CNY,2000-01-03,2018-05-04
600897,SHG,Stock,CNY,2018-01-02,2018-06-06
600898,SHG,Stock,CNY,2018-01-02,2018-06-06
600900,SHG,Stock,CNY,2003-11-17,2018-06-06
600903,SHG,Stock,CNY,2018-01-02,2018-06-06
600908,SHG,Stock,CNY,2018-01-02,2018-06-06
600909,SHG,Stock,CNY,2018-01-02,2018-06-06
600917,SHG,Stock,CNY,2018-01-02,2018-06-06
600919,SHG,Stock,CNY,2018-01-02,2018-06-06
600926,SHG,Stock,CNY,2018-01-02,2018-06-06
600929,SHG,Stock,CNY,2018-03-26,2018-06-06
600933,SHG,Stock,CNY,2017-11-17,2018-06-06
600936,SHG,Stock,CNY,2018-01-02,2018-06-06
600939,SHG,Stock,CNY,2018-01-02,2018-06-06
600958,SHG,Stock,CNY,2018-01-02,2018-06-06
600959,SHG,Stock,CNY,2015-04-28,2018-06-06
600960,SHG,Stock,CNY,2007-01-04,2018-06-06
600961,SHG,Stock,CNY,2018-01-02,2018-06-06
600962,SHG,Stock,CNY,2004-06-21,2018-06-06
600963,SHG,Stock,CNY,2018-01-02,2018-06-06
600965,SHG,Stock,CNY,2018-01-02,2018-06-06
600966,SHG,Stock,CNY,2018-01-02,2018-06-06
