JPM,J P Morgan Chase & Co,20181101,JP Morgan CEO says has no interest in buying Deutsche Bank: Handelsblatt ,FRANKFURT JP Morgan  has no interest in buying Deutsche Bank  the U.S. bank's chief executive told German daily Handelsblatt.,topStory
JPM,J P Morgan Chase & Co,20181101,JP Morgan CEO says has no interest in buying Deutsche Bank- Handelsblatt ,FRANKFURT  Nov 1 JP Morgan has no interest in buying Deutsche Bank the U.S. bank's chief executive told German daily Handelsblatt.,normal
JPM,J P Morgan Chase & Co,20181101,Deutsche Bank draws activist investment from former JPMorgan finance chief - WSJ ,FRANKFURT  Nov 1 Hudson Executive Capital LP has taken a stake of about 3.1 percent in Deutsche Bank  The Wall Street Journal reported on Thursday.,normal
JPM,J P Morgan Chase & Co,20181031,UPDATE 1-Elliott's ASG says it wants to buy Mitek  shares jump ,NEW YORK/BOSTON  Oct 31 Hedge fund Elliott Management Corp's software company ASG Technologies said on Wednesday it was offering to buy Mitek Systems Inc for $10 a share after the provider of financial technology to banks rejected an earlier takeover approach.,normal
JPM,J P Morgan Chase & Co,20181031,Elliott's ASG says it wants to buy Mitek  shares jump ,NEW YORK/BOSTON  Oct 31 Hedge fund Elliott Management Corp.'s software company ASG Technologies said on Wednesday it was offering to buy Mitek Systems Inc for $10 a share after the provider of financial technology to banks rejected an earlier takeover approach.,normal
JPM,J P Morgan Chase & Co,20181030,JPMorgan-owned Electricity North West plans 2 billion pounds sale: Sky News ,Electricity North West  which is owned in part by the asset management arm of JPMorgan Chase & Co   has hired advisers to conduct a strategic review and plan a 2 billion pound ($2.55 billion) sale of the company  Sky News reported on Tuesday.,topStory
JPM,J P Morgan Chase & Co,20181030,JPMorgan-owned Electricity North West plans 2 bln stg sale- Sky News ,Oct 30 Electricity North West  which is owned in part by the asset management arm of JPMorgan Chase & Co  has hired advisers to conduct a strategic review and plan a 2 billion pound ($2.55 billion) sale of the company  Sky News reported on Tuesday.,normal
JPM,J P Morgan Chase & Co,20181026,London forex traders found not guilty in U.S. rigging case ,NEW YORK  Oct 26 Three former London-based currency traders were found not guilty on Friday of U.S. charges that they schemed to rig benchmark exchange rates  the latest criminal convictions to emerge from a U.S. probe into the multitrillion-dollar foreign exchange market.,normal
JPM,J P Morgan Chase & Co,20181024,International transactions and sanctions compliance duties highlighted by JPMorgan lapses ,NEW YORK (Thomson Reuters Regulatory Intelligence) - The U.S. Treasury Department's $5.3 million settlement last week with JPMorgan Chase and Co. over suspected sanctions violations highlights the government's continued focus on sanctions and the adequacy of screening procedures. It also underscores the importance of corporate self-reporting and remediation in limiting penalties  and offers compliance lessons on avoiding control lapses that can lead to penalties and bad publicity.,topStory
JPM,J P Morgan Chase & Co,20181024,City National Bank names JPMorgan's Kelly Coffey as CEO ,City National Bank [CYNBA.UL] on Wednesday appointed Kelly Coffey  the head of JPMorgan's U.S. private bank business  as its new chief executive officer  succeeding Russell Goldsmith.,normal
JPM,J P Morgan Chase & Co,20181024,City National Bank names JPMorgan's Kelly Coffey as CEO ,Oct 24 City National Bank on Wednesday appointed Kelly Coffey  the head of JPMorgan's U.S. private bank business  as its new chief executive officer  succeeding Russell Goldsmith.,normal
JPM,J P Morgan Chase & Co,20181023,MOVES-JPMorgan reshuffles healthcare group  co-head departs -sources ,Oct 23 JPMorgan Chase & Co has appointed Mike Gaito as global co-head of healthcare investment banking after Jeff Stute  who held that role  left to join rival investment bank Perella Weinberg Partners LP  people familiar with the matter said.,topStory
JPM,J P Morgan Chase & Co,20181023,Thyssenkrupp hires Goldman Sachs  JP Morgan and Deutsche Bank to advise on split ,FRANKFURT German conglomerate Thyssenkrupp  has hired Goldman Sachs   JP Morgan  and Deutsche Bank  as advisors in a planned spin-off of its capital goods business  a spokesman for Thyssenkrupp said on Tuesday.,normal
JPM,J P Morgan Chase & Co,20181022,Freudenberg picks JP Morgan  Morgan Stanley for Vibracoustic IPO: sources ,FRANKFURT German technology group Freudenberg picked JP Morgan  and Morgan Stanley  to act as so-called global coordinators for a planned 2019 stock market flotation of its Vibracoustic unit  people close to the matter said.,topStory
JPM,J P Morgan Chase & Co,20181022,Freudenberg picks JP Morgan  Morgan Stanley for Vibracoustic IPO  -sources ,FRANKFURT  Oct 22 German technology group Freudenberg picked JP Morgan and Morgan Stanley to act as so-called global coordinators for a planned 2019 stock market flotation of its Vibracoustic unit  people close to the matter said.,normal
JPM,J P Morgan Chase & Co,20181022,PNC partners with OnDeck for online small business lending ,PNC Financial Services Group's  PNC Bank will use technology from digital lender OnDeck Capital  to extend loans to small businesses online  the companies said on Monday.,normal
JPM,J P Morgan Chase & Co,20181022,PNC partners with OnDeck for online small business lending ,Oct 22 PNC Financial Services Group's PNC Bank will use technology from digital lender OnDeck Capital to extend loans to small businesses online  the companies said on Monday.,normal
JPM,J P Morgan Chase & Co,20181019,JPMorgan to build Silicon Valley fintech office ,NEW YORK JPMorgan Chase & Co  said on Friday that it was building a new "fintech campus" in Silicon Valley for more than 1 000 employees  as it pushes to keep abreast of changes in digital payments.,topStory
JPM,J P Morgan Chase & Co,20181019,JPMorgan to build Silicon Valley fintech office ,NEW YORK  Oct 19 JPMorgan Chase & Co said on Friday that it was building a new "fintech campus" in Silicon Valley for more than 1 000 employees  as it pushes to keep abreast of changes in digital payments.,normal
JPM,J P Morgan Chase & Co,20181015,UPDATE 3-JP Morgan and Ford cancel plans for Saudi investor event ,NEW YORK  Oct 14 JP Morgan & Chase Co Chief Executive Jamie Dimon and Ford Motor Co Chairman Bill Ford canceled plans to attend a Saudi investor conference  the companies said on Sunday  the latest such high-profile announcements after the disappearance of Saudi journalist Jamal Khashoggi.,topStory
JPM,J P Morgan Chase & Co,20181014,JP Morgan CEO Dimon cancels plans to attend Saudi investor event ,NEW YORK JP Morgan Chase & Co  Chief Executive Jamie Dimon has canceled plans to attend a Saudi Arabian investor conference later this month  the company said on Sunday  the latest high-profile cancellation after the disappearance of Saudi journalist Jamal Khashoggi.,topStory
JPM,J P Morgan Chase & Co,20181014,JP Morgan CEO Dimon cancels plans to attend Saudi investor event ,NEW YORK  Oct 14 JP Morgan Chase & Co Chief Executive Jamie Dimon has canceled plans to attend a Saudi Arabian investor conference later this month  the company said on Sunday  the latest high-profile cancellation after the disappearance of Saudi journalist Jamal Khashoggi.,normal
JPM,J P Morgan Chase & Co,20181012,JPMorgan's consumer banking strength offsets bond trading weakness ,JPMorgan Chase & Co  reported a better-than-expected quarterly profit on Friday as gains from higher interest rates and growth in loans helped the bank offset weakness in bond trading revenue. | Video ,topStory
JPM,J P Morgan Chase & Co,20181012,UPDATE 4-JPMorgan's consumer banking strength offsets bond trading weakness ,Oct 12 JPMorgan Chase & Co reported a better-than-expected quarterly profit on Friday as gains from higher interest rates and growth in loans helped the bank offset weakness in bond trading revenue.,normal
JPM,J P Morgan Chase & Co,20181012,US STOCKS-Banks help Wall Street bounce after two-day slide ,* The three indexes had lost about 5 pct in past two days (Adds comments  updates prices),normal
JPM,J P Morgan Chase & Co,20181012,JPMorgan profit rises 24.5 pct  helped by higher interest rates ,Oct 12 JPMorgan Chase & Co reported a 24.5 percent jump in quarterly profit as higher interest rates and gains from tax cuts helped offset weakness in bond trading revenue.,normal
JPM,J P Morgan Chase & Co,20181012,China shrugs off weak markets with $3 billion dollar bond sale ,HONG KONG China has sold $3 billion of sovereign dollar bonds  its third such sale in the last 14 years and the first one with a 30-year tranche  drawing healthy investor demand against a backdrop of global market turmoil and a trade war with the United States.,normal
JPM,J P Morgan Chase & Co,20181012,UPDATE 2-China shrugs off weak markets with $3 bln dollar bond sale ,* Comes against backdrop of trade war with United States (Adds banker comment),normal
JPM,J P Morgan Chase & Co,20181011,Chairman and CEO together or separate? Citigroup has to decide ,NEW YORK JPMorgan Chase & Co  and Bank of America Corp   have placed the jobs of chairman and chief executive in the hands of one person  and now No. 3 Citigroup Inc  must decide whether to follow suit.,normal
JPM,J P Morgan Chase & Co,20181011,RPT-Chairman and CEO together or separate? Citigroup has to decide ,NEW YORK  Oct 11 JPMorgan Chase & Co and Bank of America Corp  have placed the jobs of chairman and chief executive in the hands of one person  and now No. 3 Citigroup Inc must decide whether to follow suit.,normal
JPM,J P Morgan Chase & Co,20181011,Chairman and CEO together or separate? Citigroup has to decide ,NEW YORK  Oct 11 JPMorgan Chase & Co and Bank of America Corp  have placed the jobs of chairman and chief executive in the hands of one person  and now No. 3 Citigroup Inc must decide whether to follow suit.,normal
JPM,J P Morgan Chase & Co,20181005,UPDATE 1-J.P. Morgan to settle allegations of violating sanctions - U.S. Treasury ,WASHINGTON  Oct 5 J.P. Morgan Chase Bank has agreed to pay $5.3 million to settle allegations it violated Cuban Assets Control Regulations  Iranian sanctions and Weapons of Mass Destruction sanctions 87 times  the U.S. Treasury said on Friday.,topStory
JPM,J P Morgan Chase & Co,20180927,Perella Weinberg asks Goldman  JPMorgan to lead IPO: Bloomberg ,Boutique advisory firm Perella Weinberg Partners has asked Goldman Sachs Group  and JPMorgan Chase  to lead its initial public offering  which could be filed by the end of the year  Bloomberg reported on Thursday.,topStory
JPM,J P Morgan Chase & Co,20180926,JPMorgan steps up push for women executives and clients ,NEW YORK JPMorgan Chase & Co  is expanding the reach and funding of a group established to promote women working inside the bank to also help female clients  including entrepreneurs and individuals.,topStory
JPM,J P Morgan Chase & Co,20180926,JPMorgan steps up push for women executives and clients ,NEW YORK  Sept 26 JPMorgan Chase & Co is expanding the reach and funding of a group established to promote women working inside the bank to also help female clients  including entrepreneurs and individuals.,normal
JPM,J P Morgan Chase & Co,20180926,Saudi Arabia  Qatar  UAE  Bahrain and Kuwait eligible for JP Morgan key bond index ,DUBAI  Sept 26 Saudi Arabia  Qatar  the United Arab Emirates  Bahrain and Kuwait will become eligible for the JP Morgan emerging market government bond indexes starting from Jan. 31  2019  acording to a JP Morgan statement sent to investors and reviewed by Reuters.,normal
JPM,J P Morgan Chase & Co,20180926,MOVES-JPMorgan appoints joint senior country officers for MENA ,DUBAI  Sept 26 JPMorgan Chase & Co has appointed Khaled Hobballah and Karim Tannir as joint senior country officers for the Middle East and North Africa  it said on Wednesday.,normal
JPM,J P Morgan Chase & Co,20180924,Hungary mandates Deutsche Bank  Erste  J.P. Morgan for fx debt issue ,BUDAPEST  Sept 24 Hungary's government debt agency (AKK) has mandated Deutsche Bank  Erste Bank and J.P. Morgan for a not yet specified foreign currency debt issuance transaction and to arrange an investor conference call on Monday at 1300 GMT  the AKK said.,topStory
JPM,J P Morgan Chase & Co,20180921,MOVES-JP Morgan hires UBS consumer investment banker -sources ,Sept 21 UBS Group AG's head of consumer products and retail investment banking  David Tcholakian  has left the bank to join JPMorgan Chase & Co as a managing director  according to three people familiar with the matter. The people asked not to be named because Tcholakian's hiring had not yet been announced at JP Morgan. Representatives for JPMorgan and UBS representative declined to comment. Based in New York  Tcholakian has worked at UBS for nearly two decades  beginning in 1999  ac,topStory
JPM,J P Morgan Chase & Co,20180920,MOVES-Technology investment bank Qatalyst hires Zweig from JPMorgan ,Sept 20 Technology-focused investment bank Qatalyst Partners has hired Ethan Zweig  a JPMorgan Chase & Co managing director  to join its San Francisco-based banking team.,topStory
JPM,J P Morgan Chase & Co,20180918,WeWork tops JPMorgan as No. 1 New York tenant as coworking booms ,NEW YORK WeWork Cos said it surpassed JP Morgan   the biggest U.S. bank  as the largest tenant of Manhattan office space  a milestone highlighting growing demand for flexible leases.,topStory
